Unnamed: 0	Review	Sentiment
75	On 02/10/24 Mr. JAGMEET called and stated that he booked INNOVA HYCROSS VX on 01st May 2023 and dealer promised to deliver in 6 months but still now guest didn't got the vehicle as guest stated that he is getting update as per WBT and guest stated that 2 weeks back he spoke with the dealership as they are swaying they are not getting vehicle from the dealership and even stated that whenever he tries to contact dealership they used to inform or transfer call to GM and last update was on 23rd Sep and after that from 2 weeks he is trying to contact the dealership and GM they are not picking the call nor they are calling back as guest is very disappointed and stated that he wants to know when he will get the vehicle and even stated that he wants his vehicle asap. kindly do the needful CLI:9810046960[Vikas TKM-GEC] 	Frustrated
76	WRT TCM0824254748 On 2-Oct-24 received an mail from Mr.cherian kunnumpurath stated that regarding his concern he have already raised the complaint he have purchased the vehicle, which he had given an order on 19/08/2024, the car was delivered on 22/08/2024 but order date on the sales invoice and Invoice date are shown as 30/04/2024 and the guest is waiting for the clarification of month,  DCM,	Highly Frustrated
77	vehicle from Toyota, So its not acceptable. Guest stated he received an response from Mr. Rana , who called guest today and stated that it will be covered under full charges which guest have to pay. Dealer were asking him to claim it under Insurance, just for 6k. Guest stated that he need a Resolution on it. Kindly do the needful. CLI: 9426656291 [Deepak/TKMGEC] On 2nd of Oct Mr. Mayur Called us and stated that he owns a Crysta and driven 15k KM, and there was bubbling in Tyre, and visited the dealership and guest stated that its, manufacturing Default, but dealer stated that its caused due to Over speeding and driven through Pot Holes. Guest stated that we can check the records of his vehicle were he didn't driven the vehicle that much. First Dealer stated that to co-ordinate with Bridgestone Tyre Company, But guest stated that he purchased the	Unsatisfied
78	"On 2nd oct , Mr.Jayesh Patel called on behalf of his brother Mr.  Nitin Patel and stated that he gave the vehicle for the servicing in which break pad need to be change but dealer was saying the caliber need to be change , but guest stated that in 1 year caliber should not need to changed, vehicle was in dealership . guest wanted the vehicle as soon as possible . Guest need the urgent revert, otherwise he will post in the  social media. Guest was very disappointed from the toyota product. Kindly do the needful.  CLI. 9898611824[ Nitisha /TKM GEC]  
"	Frustrated
79	DCM SS attached Complaint registered as per guest VOC not as per service history	Highly Frustrated
80	Guest is very disappointed by the dealers response .Guest doesn't want the same to be repeated again .Kindly check this issue and resolved ASAP.CLI-9051191400(TKM-GEC-Rekha).   On 01/10/2024 Out called Mr.Udayasuriyan G Feedback in Application Guest stated that he had booked for the service with vehicle pick and drop but from the dealers no one came to pick the vehicle ,after guest calling the dealer multiple times someone came to take the vehicle and also the dealer told the guest to pay the service amount .But guest is telling that without the vehicle service is done why should  he pay the amount 	Highly Frustrated
81	"WRT TCM0624187114, TCM0824230126 On 02/10/24, we have received a tweet from Mr. MOHAMMED ANIS PASHA stated that he has registered a complaint and till now he has not got the response, and guest is disappointed, and he is expecting a positive response. Kindly assist the guest and do the needful. (CLI: 9848206300 Aaqib [TKMGEC]).
 *Guest is non-contactable, hence we have registered/updated the complaint based on the concern shared on an e-mail. Attached e-mail for reference 
"	Highly Frustrated
82	On 02-Oct-24 we received a mail from Mr.Sona Biju stated that he owns a Toyota Fortuner (KL 57 G 9999 ) which is at Amana Toyota for the last 6 days , which was actually taken to them to check the air conditioning. But without even sending a quote and without his father???s approval they have carried out some works which costs INR 45080.00 , but AC is still not fixed and asking for another 22000 INR to fix the AC . When asked not to carry out the work and return the car they have send another invoice of INR 8000 . This car is his  primary way of transportation and he has lots of health issues. Guest trust Toyota for generations and this is not his dads first Toyota car , but the dealer Amana Toyota???s customer support is very poor and he ask Toyota to please help him to resolve this issue ASAP, cli:9447038602 9447038602[TKM CAC RAVI]	Frustrated
83	On 02-Oct-24 we received a mail/tweet from Mr.SK MD Mahimood stated that he is a loyal customer of toyota for decades and now its been less than a year where he bought his new innova hycross car which have only driven less than 10k KM now, got broke down in middle of the road by raining time, guest is really frustrated and stated that its a new vehicle , how could something happen to it, he towed his car to the dealership and they are saying it has issue with its engine and has to be repaired but its been 2weeks , car is at the dealership , but no response from them the after . guest also menioned that this is causing him hell lot of trouble .For which guest also purchased a new taisor car for his travel . guest said that he have spend his hard earned 40L money in that car which is useless now, he 	Highly Frustrated
84	*Call recording attached  DCM ss attached.	Frustrated
85	"come back as it is 50 kms away from his house. Guest told he wants refund for the washing Guest wants revert from Toyota. If he does not get revert he would post it in social media CLI:9855355571[Saba/TKMGEC] 
 mirrors where dirty, polishing was done Guest stood there for 40 min and got the work done. This is not the first time he is facing this issue he is getting this issue repeatedly, vehicle was so dirty even after washing that he had to get it washed from the local dealer again .When informed dealer they asked to get the vehicle Guest is stating he cannot "	Frustrated
86	as guest agreed but he wants his issue to be kept at priority and wants his issue to be rectified and wants his vehicle asap. Kindly do the needful CLI:7903661144[Vikas TKM-GEC]   On 02/09/24 Mr. SHUBHAM called on behalf of OWNER and stated that he has INNOVA HYCROSS and guest stated that he gave his vehicle at the dealership due to starting problem and guest gave on 19th Sep and still now guest didn't got the vehicle yet as guest stated that dealership are saying due to delay in parts they are not able to deliver the parts as guest is very disappointed and stated that he wants to know why parts are getting delayed as informed guest regarding the Red Sea Crisis 	Frustrated
87	WRT:TCM0824248901. On 03/10/2024 Mr. RAMESH CHAVAN called and stated that he  he has Booked Innova Hycross vehicle on 28 March 24 and and dealer told him verbally that buy 3-4 month they will deliver the vehicle and Guest stated that on that words only guest booked and they gave written tentative time of 10-12 month, but he is not getting any proper update  and it's been 5 month running and today also guest spoke with the dealer person and they told the attitude black colour which guest booked that colour is not coming so within next 1 or 2 days they will get the allocation after that may be they can give him some update, and 3 Days passed Till now there is not Update,	Frustrated
