Review,Sentiment,Cause
"On 5th June, Ms. Neeru Joshi stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 10th April, Mr. Sharma stated the guest was not satisfied with the infotainment system. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 12th July, Ms. Anjali stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 28th March, Ms. Neeru Joshi stated the car broke down in the middle of the road. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 15th Feb, Ms. Neeru Joshi stated the guest was not satisfied with the infotainment system. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 28th March, Mr. Athul stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 31st Oct, Mr. Raj stated the guest expected a different car model which was unavailable. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 25th May, Mr. Vinay stated seatbelt was too tight for comfort. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 24th Nov, Ms. Priya stated the car broke down in the middle of the road. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 25th May, Ms. Anjali stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 28th March, Mr. Vinay stated seatbelt was too tight for comfort. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 31st Dec, Mr. Athul stated the guest was not satisfied with the infotainment system. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 31st Dec, Mr. Sharma stated the guest was not satisfied with the infotainment system. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 5th June, Mr. Gaurav stated seatbelt was too tight for comfort. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 31st Oct, Mr. Vinay stated the car broke down in the middle of the road. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 15th Feb, Mr. Raj stated the guest was not satisfied with the infotainment system. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 12th July, Ms. Anjali stated the car broke down in the middle of the road. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 28th March, Mr. Raj stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 10th April, Mr. Gaurav stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",simply unsatisfied,dealer mistake
"On 12th July, Mr. Raj stated the guest was not satisfied with the infotainment system. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 31st Oct, Mr. Gaurav stated the guest expected a different car model which was unavailable. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 15th Feb, Ms. Anjali stated the guest expected a different car model which was unavailable. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 28th March, Mr. Sharma stated the guest expected a different car model which was unavailable. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 15th Feb, Ms. Priya stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",simply unsatisfied,dealer mistake
"On 5th June, Mr. Vinay stated the guest expected a different car model which was unavailable. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 12th July, Ms. Neeru Joshi stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 12th July, Mr. Vinay stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",simply unsatisfied,customer expectation
"On 5th June, Mr. Raj stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",simply unsatisfied,dealer mistake
"On 15th Feb, Ms. Anjali stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",simply unsatisfied,dealer mistake
